"Landing page type","Landing page path","Online store visitors","Sessions","Sessions with cart additions","Sessions that reached checkout"
,"/en-sg/products/brando-blanc",2,2,0,0
,"/en-sg/products/dann-shirt-blanc",2,2,0,0
,"/checkout/21851111488/cn/hWNA9rfDZZMQXMwWBqsmcme8/en-us/shoppay",2,2,0,2
,"/es-es/collections/new-arrivals-bottoms",2,2,0,0
"Custom Page","/pages/pipeda-privacy-policy",2,2,0,0
,"/en-nl/collections/shirts",2,2,0,0
,"/en-sg/collections/archived",2,2,0,0
"Product","/products/henley-vintage-stripe",2,2,0,0
,"/en-ca/collections/all",2,2,0,0
,"/en-il/products/dann-relaxed-le-club",2,2,0,0
,"/en-mx/products/brando-linen-blanc",2,2,0,0
"Collection","/collections/ss25",2,2,0,0
"Checkout","/orders/6e87404e5628c74fabea4568e3b45fdc",1,2,0,0
,"/en-ch/products/preston-blanc",2,2,0,0
,"/en-ca/collections/eoysale",2,2,0,0
,"/he-il/collections/greyson-skinny-fit",2,2,0,0
,"/en-ca/pages/contact-us",2,2,0,0
,"/en-sg/pages/terms",2,2,0,0
"Collection","/collections/brando-short",2,2,0,0
,"/en-in/products/maverick-suede-noir",2,2,0,0
,"/en-cn/collections/upsell-shorts",2,2,0,0
,"/en-sg/products/hendrix-calabasas",2,2,0,0
,"/en-ca/products/trooper-army",2,2,0,0
,"/en-cn/products/dann-sage-stripe",2,2,0,0
,"/checkout/21851111488/cn/hWN7a24TIz3soW6TJRyYA6M6/en-us/shoppay",1,2,0,2
,"/en-in/collections/eligible-2",2,2,0,0
,"/en-hk/products/brando-tinted-indigo",2,2,0,0
"Checkout","/orders/938c81cde502472250ec37f2c67191e9",2,2,0,0
,"/en-ca/products/brando-medium-indigo-1",2,2,0,0
"Checkout","/orders/91ce1d26605a9939ba8898cdb9f45113",1,2,0,0
,"/en-ae/products/justin-noir",2,2,0,0
,"/checkout/21851111488/do/52d6645e4ed59a6d76dd353d8f4dd603/en-us/shoppay",1,2,0,0
,"/en-nz/collections/sale-2",2,2,0,0
,"/en-sg/collections/shorts-1",2,2,0,0
"Checkout","/checkouts/cn/hWN98P6FDGrCatrdJudwOvNB/en-us",1,2,0,2
,"/en-cn/blogs/news",2,2,0,0
,"/en-ch/products/brando-tinted-indigo",2,2,0,0
,"/en-de/products/deniro-noir",2,2,0,0
,"/en-au/products/Y29vcGVyLX",2,2,0,0
,"/en-fr/products/brando-parisian-luxe-lagoon",2,2,0,0
,"/en-nz/products/eastwood-navy",2,2,0,0
"Checkout","/checkouts/cn/hWNBfaDkeMCZrjOyo3ueohJB/en-us",1,2,0,2
"Product","/products/ryder-sequin-noi",2,2,0,0
,"/en-in/products/brando-tinted-indigo",2,2,0,0
,"/en-au/products/mfvla1-bleached-indigo",2,2,0,0
,"/en-nz/products/brando-parisian-luxe-army",2,2,0,0
"Checkout","/checkouts/cn/hWN7WKaovhjaLoe8M24L4NMY/en-us/",1,2,0,2
,"/checkout/21851111488/cn/hWN6aXdFrW3F8W4MtumhwqJu/en-us/shoppay",2,2,0,2
,"/en-mc/products/brando-blanc",2,2,0,0
,"/en-de/pages/contact-us",2,2,0,0
,"/en-se/products/cruise-noir",2,2,0,0
,"/en-de/collections/new-arrivals-bottoms",2,2,0,0
,"/en-mx/products/preston-coated-noir",2,2,0,0
,"/en-sg/collections/distressed-1",2,2,0,0
"Checkout","/checkouts/cn/hWNA2eFktIXeGStwWdBDdOyX/en-us",2,2,2,2
,"/en-au/products/Z3JleXNvbi",2,2,0,0
,"/en-sg/collections/maverick",2,2,0,0
"Checkout","/checkouts/cn/hWN8ItAibdTlYrFk0FhkTkOe/en-us",2,2,2,2
,"/en-kr/products/maverick-suede-olive",2,2,0,0
,"/en-in/products/jalen-vintage-leopard",2,2,1,0
,"/en-dk",2,2,0,0
,"/en-gb/collections/all-styles",2,2,0,0
"Checkout","/orders/21795ab1f526a9a485c9f37b2786a639",2,2,0,0
,"/en-sg/collections/knits",2,2,0,0
,"/policies/privacy-policy",2,2,0,0
,"/checkout/21851111488/cn/hWN92Uaz8Z9Ebfyt9UlTZpUQ/en-us/shoppay",2,2,2,2
,"/en-fr/collections/bottoms",2,2,0,0
,"/en-ch/products/brando-noir-needle-cord",2,2,0,0
,"/en-ch/products/jagger-distressed-noho-skyfall",2,2,0,0
,"/es-es/collections/parisian-luxe",2,2,0,0
,"/en-mx/collections/distressed-1",2,2,0,0
"Checkout","/checkouts/cn/hWNAsSRU7XKcY5jsIYpKODXs/en-us",2,2,0,2
"Product","/products/carpenter-faifax",2,2,0,0
"Custom Page","/pages/cart-upsell",2,2,0,0
,"/en-ie/collections/new-arrivals-1",2,2,0,0
,"/en-sg/products/tactical-needle-cord-noir",2,2,0,0
"Checkout","/checkouts/cn/hWN9hXsFxniquIWPdi67Bcpt/en-us",1,2,0,2
,"/checkout/21851111488/cn/hWN7Eshses85r4vFQt5wMAqo/en-ca/shoppay",2,2,0,2
,"/en-mx/collections/all-styles",2,2,0,0
,"/en-ca/products/brando-velvet-noir-1",2,2,0,0
,"/en-au/collections/eosale",2,2,0,0
,"/en-nz/collections/eosale",1,2,0,0
"Checkout","/orders/d4076962f5fd7385dff6dc117a184860",2,2,0,0
,"/en-mx/collections/ready-to-wear",2,2,0,0
,"/en-sg/products/greyson-noir",2,2,0,0
,"/en-sg/collections/bond-polo-crepe",2,2,0,0
"Custom Page","/pages/sdfsaf",2,2,0,0
,"/en-hk/collections/sale-2",2,2,0,0
,"/en-mx/products/greyson-slash-vintage",2,2,0,0
"Collection","/collections/stretch-denim",2,2,0,0
,"/checkout/21851111488/cn/hWN8pX8oEx5YekDOuF375CXh/en-us/shoppay",1,2,0,2
,"/en-ch/products/brando-twilight-needle-cord",2,2,0,0
,"/en-sg/collections/core-bottoms-copy",2,2,0,0
,"/_web_preview/pages/terms-and-conditions",2,2,0,0
,"/en-es/products/west-coated-noir",2,2,0,0
"Checkout","/checkouts/cn/hWN8JTxh30PKu1b4OVODJONN/en-us",2,2,2,2
,"/en-cn/collections/distressed-1",2,2,0,0
,"/en-se/products/maverick-suede-olive",2,2,0,0
,"/en-ch/products/justin-noir",2,2,0,0
,"/en-cn/products/brando-parisian-luxe-jade",2,2,0,0
,"/en-ch/products/brando-linen-noir",2,2,0,0
,"/en-de/collections/new-arrivals-tops",2,2,0,0
,"/en-sg/products/noah-suede-cool-grey",2,2,0,0
,"/en-sg/products/pierce-terry-light-grey",2,2,0,0
,"/en-mx/products/maverick-suede-taupe",1,2,0,0
"Checkout","/orders/e2ab630ef2a31d2059d5e09548007778",1,2,0,0
,"/en-sg/collections/brando-colors",2,2,0,0
,"/_/service_worker/5c20/sw_iframe.html",2,2,0,0
,"/en-ca/collections/shirts",2,2,0,0
"Collection","/collections/men-jeans",2,2,0,0
"Product","/products/deniro-blanc",2,2,0,0
,"/en-cn/collections/dean-denim-jacket",2,2,0,0
,"/en-dk/products/clint-aged-coated-steel",2,2,0,0
,"/en-in/collections/t-shirts",2,2,0,0
,"/en-cn/pages/appi-privacy-policy",2,2,0,0
,"/fr-fr/products/cruise-blanc",2,2,0,0
,"/en-ca/products/greyson-vintage-velvet-carbon",2,2,0,0
,"/es-mx/collections/new-arrivals-1",2,2,0,0
,"/en-cn/collections/elevate-your-summer",2,2,0,0
,"/en-il/collections/t-shirts",2,2,0,0
,"/en-sg/collections/noah-jogger",2,2,0,0
"Checkout","/checkouts/do/37944e82f19436a45f523a6663a14b1c/en-ca",2,2,0,0
,"/en-ch/products/eastwood-needle-cord-noir",1,2,0,0
,"/en-it/products/brando-noir",2,2,0,0
,"/en-ie/collections/tops",2,2,0,0
,"/checkout/21851111488/cn/hWNA0tWghemiaZ2WMZRGcnKs/en-us/shoppay",2,2,2,2
,"/en-hr/cart",2,2,0,0
,"/en-fr/products/pierce-terry-noir",2,2,0,0
,"/en-gb/collections/shorts-1",2,2,0,0
,"/en-ca/products/noah-suede-ivory",2,2,0,0
,"/en-de/products/eastwood-smokescreen",2,2,0,0
,"/en-sg/blogs/news",2,2,0,0
,"/en-sg/products/free-unlimited-return-valid-in-us",2,2,0,0
"Checkout","/orders/a8ce6925b319c5cecd4a2adf602dfa74",1,2,0,0
,"/he-il/collections/sateen",2,2,0,0
,"/en-sg/products/noah-suede-noir",2,2,0,0
,"/en-cn/collections/dann-1",2,2,0,0
,"/en-gb/pages/contact-us",2,2,0,0
,"/en-ca/products/pierce-terry-light-grey",2,2,0,0
,"/es-es/products/brando-vail",2,2,0,0
,"/en-cn/products/ryder-sequin-noir",2,2,0,0
"Product","/products/Y29vcGVyLX",2,2,0,0
,"/en-ca/products/eastwood-suede-vintage-blanc",2,2,0,0
,"/en-sg/products/tactical-mocha",2,2,0,0
"Checkout","/checkouts/cn/hWN7OJFGnKOH8dghDPjjCOji/en-us",2,2,0,2
"Custom Page","/pages/avada-sitemap-collections",2,2,0,0
,"/en-mx/products/west-coated-noir",2,2,0,0
,"/_web_preview/products/dann-shirt-blanc",2,2,0,0
,"/en-cn/collections/globofilter-best-selling-products-index",2,2,0,0
,"/en-sg/collections/stretch-linen",2,2,0,0
,"/en-cn/collections/french-terry-twill",2,2,0,0
,"/en-de/pages/stockists",2,2,0,0
,"/en-sg/products/dean-acid-blue",2,2,0,0
,"/en-ca/products/brando-tinted-indigo",2,2,0,0
,"/en-au/collections/noah-jogger",2,2,0,0
,"/en-ae/collections/ready-to-wear",2,2,0,0
,"/en-cn/products/brando-french-terry-wrangler",2,2,0,0
"Checkout","/orders/8bff33eaadc97f8f9a6fba97ea280e82",1,2,0,0
,"/en-cn/collections/clint-denim",2,2,0,0
,"/en-gb/pages/privacy-policy",2,2,0,0
,"/en-sg/products/brando-tobacco",2,2,0,0
,"/es-es/collections/new-arrivals-1",2,2,0,0
,"/en-sg/collections/viscose",2,2,0,0
,"/en-gb/collections/skinny",2,2,0,0
,"/en-ca/collections/mvla",2,2,0,0
,"/en-au/pages/contact-us",2,2,0,0
,"/checkout/21851111488/ac/hWNBhENF6Y8uoSOsEsXnUvNB/en-us/shoppay",1,2,0,0
,"/en-sg/collections/bond-short",2,2,0,0
,"/en-nz/products/clint-ombre-sand",2,2,0,0
,"/en-ch/products/dean-jacket-vin-wax-coated",2,2,0,0
,"/en-cn/collections/stretch-linen",2,2,0,0
,"/en-cn/collections/west-coated",2,2,0,0
,"/en-sg/collections/dann",2,2,0,0
,"/en-cn/collections/viscose",2,2,0,0
,"/en-sg/products/brando-indigo-1",2,2,0,0
,"/checkout/21851111488/cn/hWNADm3l7mjFANTr47aDtrmy/en-us/shoppay",2,2,0,2
,"/en-mx/collections/butter-suede",2,2,0,0
,"/en-ca/products/dann-shirt-noir",2,2,0,0
,"/en-cn/collections/noir",2,2,0,0
,"/en-gb/products/dann-shirt-noir",2,2,0,0
"Checkout","/checkouts/cn/hWN7QS0EjZtoA434Rl4jMhIQ/en-us",2,2,0,2
"Checkout","/checkouts/cn/hWNBiQDklf7FVgM2MmD5dcaw/en-us",1,2,1,2
,"/fr-fr/products/greyson-noir",2,2,0,0
"Checkout","/checkouts/cn/hWN7a2MfVaITsESyu8k6GvfM/en-us",2,2,0,2
,"/en-sg/products/eastwood-smokescreen",2,2,0,0
,"/en-in/products/greyson-dubai",2,2,0,0
,"/en-cn/collections/in-stock-bestsellers",2,2,0,0
"Checkout","/orders/9442f46b5b1e82a0f7d74f0589d3b630",2,2,0,0
,"/en-sg/products/clint-houston",2,2,0,0
,"/ja-jp/products/greyson-coated-noir",2,2,0,0
,"/en-sg/collections/elevate-your-summer",2,2,0,0
,"/en-sa/products/free-unlimited-return-valid-in-us",2,2,0,0
,"/en-mx/products/greyson-coated-noir",2,2,0,0
,"/fr-fr/collections/brushed-denim",2,2,0,0
,"/fr-fr/products/travis-light-grey",2,2,0,0
,"/en-se/collections/new-arrivals-bottoms",2,2,0,0
,"/en-cn/products/deniro-mineral-green",2,2,0,0
,"/en-gb/collections/shirts",2,2,0,0
,"/checkout/21851111488/cn/hWN8UCxjkruVgdOPPPFWrq8G/en-us/shoppay",1,2,0,2
,"/en-sg/products/brando-tinted-indigo",2,2,0,0
,"/en-mx/collections/jackets",2,2,1,1
,"/en-sg/products/greyson-coated-noir",2,2,0,0
,"/checkout/21851111488/cn/hWN8gEgM6qDWYfsQO5WMD9uS/en-us/shoppay",2,2,0,2
,"/en-sg/collections/sale-bottoms",2,2,0,0
,"/en-dk/products/dann-shirt-blanc",2,2,0,0
,"/en-at/products/brando-vintage-blanc",2,2,0,0
,"/en-ca/cart",2,2,0,1
,"/en-jp/collections/bottoms",2,2,0,0
,"/en-cn/collections/eosale",2,2,0,0
,"/en-nz/products/pierce-terry-noir",2,2,0,0
,"/en-ca/products/dean-jacket-coated-noir",2,2,0,0
,"/en-mx/pages/faq",2,2,0,0
,"/en-mx/pages/contact",2,2,0,0
"Checkout","/orders/0b9d360f7d69a53f42f891ea93975c01",1,2,0,0
"Product","/collections/sale-1/products/brando-velvet-chocolate",2,2,0,0
,"/en-au/collections/skinny",1,2,0,0
,"/policies/return-policy",2,2,0,0
,"/en-cn/collections/shirts",2,2,0,0
,"/en-mx/products/trooper-army",2,2,0,0
,"/en-jp/products/brando-cote-divoir",2,2,0,0
"Homepage","/shop",2,2,0,0
,"/en-sg/collections/coated-1",2,2,0,0
,"/policies/shipping-policy%20OR%20https:/www.monfrerefashion.com/policies/refund-policy",2,2,0,0
,"/en-au/collections/best-sellers",2,2,0,0
,"/en-gb/products/greyson-vintage-velvet-carbon",2,2,0,0
"Checkout","/orders/1261dfa1402ac098d0dc489918da14ef",1,2,0,0
,"/en-ca/collections/all-products",2,2,0,0
,"/en-gb/collections/cargo-pant",2,2,0,0
"Checkout","/checkouts/cn/hWN8yMb9c52i9Zexbt7ToGwS/en-us",2,2,0,2
,"/en-ch/products/clint-light-indigo",2,2,0,0
,"/en-cn/collections/travis",2,2,0,0
,"/en-gb/products/greyson-noir",2,2,0,0
,"/en-no/products/brando-belmar",2,2,0,0
,"/blog",2,2,0,0
"Checkout","/orders/3c38837e3fe8787c5ba28a4810185016",1,2,0,0
,"/en-cn/collections/walker",2,2,0,0
"Checkout","/orders/bebaccc951bde0842928245b17f672e3",1,2,0,0
,"/en-ca/collections/velvet",2,2,0,0
,"/en-ca/products/greyson-oakland",2,2,0,0
,"/en-mx/products/brando-dune",2,2,0,0
,"/en-tw/products/maverick-carbon",2,2,0,0
,"/en-il/products/greyson-coated-noir",2,2,0,0
"Checkout","/orders/55e2425e32ec04686e2168985e87d8f3",1,2,0,0
"Password","/password",2,2,0,0
,"/checkout/21851111488/cn/hWN7oEmIf5eEiap4dEnmRNNC/en-us/shoppay",2,2,0,1
"Checkout","/orders/41824c878a2d856f65a7594d8b011b75",2,2,0,0
,"/en-ca/products/greyson-dark-vintage",2,2,0,0
,"/en-cn/products/deniro-linen-sky",2,2,0,0
,"/en-cn/collections/eastwood-velvet",2,2,0,0
,"/checkout/21851111488/cn/hWNA5RhkCYT1q0MOOKw3QLIo/en-us/shoppay",1,2,0,2
"Checkout","/orders/29337f745cd67cde0f0ff7c0abe3c430",1,2,0,0
,"/en-sg/products/clint-ombre-sand",2,2,0,0
,"/en-il/products/tactical-mocha",2,2,0,0
,"/_web_preview/pages/stockist",2,2,0,0
"Collection","/collections/shop-nyla-nyla-sandbox",2,2,0,0
,"/checkout/21851111488/cn/hWNBKH8DkiaWhJkQH17HuMQl/en-sa/shoppay",1,2,0,2
,"/en-ca/products/brando-st-barths",2,2,0,0
,"/he-il",2,2,0,0
"Custom Page","/pages/size-chart",2,2,0,0
,"/checkout/21851111488/cn/hWN9OevzVZ4CLeZ1zw0j3th4/en-us/shoppay",2,2,0,2
"Checkout","/checkouts/cn/hWN7eIJK9GCdERs9lS5zIy82/en-us",2,2,0,2
,"/en-in/products/eastwood-steel",2,2,0,0
,"/en-sg/collections/comfort-twill",2,2,0,0
,"/en-in/collections/brando-slim-fit",2,2,0,0
,"/checkout/21851111488/cn/hWN79q1NI76s7oo473z20NBy/en-us/shoppay",2,2,0,1
,"/en-il/products/brando-vintage-blanc",2,2,0,0
,"/en-sg/pages/contact-us",2,2,0,0
,"/en-ca/products/dann-relaxed-t-velvet-noir",2,2,0,0
,"/en-gb/collections/t-shirts",2,2,0,0
,"/en-mx/products/pierce-terry-noir",2,2,0,0
,"/en-no/products/brando-mineral-green",2,2,0,0
,"/en-de/products/jalen-vintage-leopard",2,2,0,0
,"/en-sg/products/greyson-tinted-indigo-1",2,2,0,0
,"/en-cn/collections/sale-tops",2,2,0,0
"Checkout","/orders/1a9c16dc5e1ada7ec38f26a9a36a70c7",1,2,0,0
"Product","/products/nosto",2,2,0,0
"Checkout","/orders/2f60818a70b3fdb80e4e9e1e85d9a173",2,2,0,0
,"/en-sg/products/eastwood-velvet-noir-1",2,2,0,0
,"/en-cn/collections/flynn-denim",2,2,0,0
,"/en-sg/pages/subscribe",2,2,0,0
"Checkout","/orders/093365674c55f964348af2beb1ed207c",2,2,0,0
"Checkout","/orders/3ab33969331de6c058da0171ab939dda",2,2,0,0
,"/en-au/products/brando-french-terry-wrangler",2,2,0,0
,"/en-sg/collections/skinny",2,2,0,0
,"/en-ie/products/brando-belmar",2,2,0,0
,"/en-in/collections/all",2,2,0,0
"Checkout","/orders/c4172f8de709e3c2026bc29bb30cbfad",1,2,0,0
,"/en-ch/products/greyson-antique-silver",2,2,0,0
,"/en-ch/products/deniro-linen-mint",2,2,0,0
,"/en-mx/collections/shorts-1",1,2,0,0
,"/en-in/pages/return-policy",2,2,0,0
,"/checkout/21851111488/cn/hWN8MwQbxUKRunWHT9Arozqs/en-us/shoppay",2,2,0,2
,"/en-sg/products/brando-vintage-blanc-1",2,2,0,0
,"/en-nz/products/greyson-destroyed-blanc",2,2,0,0
,"/en-sg/collections/butter-suede",2,2,0,0
,"/checkout/21851111488/cn/hWN9C3ROJlwId4qdw85dwUy8/en-us/shoppay",1,2,0,2
,"/en-cn/collections/lenny-denim",2,2,0,0
,"/en-il/pages/about-us",2,2,0,0
,"/en-ch/products/mfvla1-bleached-indigo",2,2,0,0
"Checkout","/checkouts/cn/hWN7xMnYKKwQJSbjDCM0haT3/en-us",1,2,0,2
,"/en-mx/pages/sizing-chart",2,2,0,0
,"/es-mx/products/pierce-terry-noir",1,2,0,0
,"/en-in/products/brando-vintage",2,2,0,0
,"/en-in/pages/contact",2,2,0,0
,"/en-ae/collections/brando-slim-fit",2,2,0,0
"Checkout","/checkouts/cn/hWN98PEhhXUcfKRfoVfNJ6MT/en-us",1,2,0,2
,"/en-il/collections/french-terry-twill",2,2,0,0
,"/en-ch/products/brando-linen-aberdeen",2,2,0,0
,"/en-ch/products/dann-relaxed-t-blanc",2,2,0,0
,"/en-es/collections/new-arrivals-1",2,2,0,0
"Custom Page","/pages/sustainability",2,2,0,0
"Checkout","/checkouts/cn/hWNAcR2rnGvtc1GIUh1LK52e/en-us/",1,2,0,2
,"/en-in/products/brando-indigo-1",2,2,1,0
,"/en-cn/collections/bond-shirt",2,2,0,0
,"/en-in/collections/eoysale",2,2,0,0
,"/en-ch/collections/new-arrivals-1",2,2,0,0
,"/he-il/products/dann-shirt-blanc",2,2,0,0
,"/en-it/collections/bottoms",2,2,0,0
"Checkout","/checkouts/cn/hWN9ear4dAZxo67HkygMofaL/en-ca",2,2,0,2
,"/en-in/policies/refund-policy",2,2,0,0
"Checkout","/checkouts/cn/hWN8MwQbxUKRunWHT9Arozqs/en-us",2,2,0,2
,"/es-es/products/brando-parisian-luxe-light-grey",2,2,0,0
,"/es-mx/collections/eligible-2",2,2,0,0
"Checkout","/checkouts/cn/hWN87GC9uozPhKtqhcmhGRpI/en-us",2,2,0,2
,"/en-cn/collections/greyson-denim",2,2,0,0
,"/en-ie/products/brando-coral",2,2,0,0
,"/en-cn/pages/contact-us",2,2,0,0
,"/en-sg/products/maverick-silk-steel-blue",2,2,0,0
"Collection","/collections/affiliate-code-sale",2,2,0,0
,"/en-gb/products/brando-pebble",2,2,0,0
,"/en-gb/collections/eosale",2,2,0,0
"Checkout","/checkouts/cn/hWN8dg80lEWYqzKSomEtFfoG/en-us/stock-problems",2,2,0,2
,"/en-au/products/maverick-silk-steel-blue",1,2,0,0
,"/en-ca/collections/skinny",1,1,0,0
,"/en-no/products/maverick-suede-olive",1,1,0,0
,"/en-mx/products/brando-coral",1,1,0,0
"Checkout","/checkouts/cn/hWN78HLfvvXydVWcoXJ9pbda/en-pk",1,1,1,1
,"/en-ca/pages/wholesale",1,1,0,0
,"/_web_preview/pages/pipeda-privacy-policy",1,1,0,0
"Checkout","/checkouts/cn/hWNAK6BscuJ98oCjSg8601wJ/en-pk",1,1,0,1
,"/en-sg/products/dean-suede-noir",1,1,0,0
,"/en-nz/products/caine-lincoln",1,1,0,0
"Checkout","/checkouts/cn/hWN7ik88RD7cnItX7rtvlRhp/en-us/stock-problems",1,1,0,1
,"/checkout/21851111488/cn/hWN5yjIrC3ePz9cJ5qfeMmry/en-us/stock-problems",1,1,0,1
"Checkout","/checkouts/cn/hWN8rJnaVTLZgsnpjEucavK5/en-us",1,1,0,1
"Checkout","/orders/e848d6ba945ecd66573aea878d5ee5ae",1,1,0,0
,"/en-hk/pages/stockists",1,1,0,0
,"/account/activate-request",1,1,0,0
"Collection","/collections/eligibe-2",1,1,0,0
,"/checkout/21851111488/cn/hWN8B9A4UcVqkK7aJBlpAeoC/en-us/shoppay",1,1,0,1
"Checkout","/checkouts/cn/hWN7lqlVoPpNzy29Efj5iF56/en-us",1,1,0,1
,"/en-hr/products/cruise-linen-sage",1,1,0,0
"Checkout","/checkouts/cn/hWN9wdtfRJkfidnPiFZs5Ewb/en",1,1,0,1
,"/en-nz/products/eastwood-suede-vintage-blanc",1,1,0,0
,"/en-il/products/brando-velvet-noir-1",1,1,0,0
,"/en-ae/products/brando-rodeo-drive",1,1,0,0
,"/en-kr/collections/24-denim",1,1,0,0
,"/checkout/21851111488/cn/hWNBs2u6BGxegOeW4K2cStG5/en-us/shoppay",1,1,0,1
,"/en-kr/collections/bond-shirt",1,1,0,0
"Checkout","/checkouts/cn/hWNBdjsdmdlHGHgcV8TjXUBt/en-us",1,1,0,1
"Checkout","/checkouts/cn/hWN7br62PJ6Cmv6wgtNg4XTN/en-us",1,1,0,1
,"/en-mc/products/travis-grey",1,1,0,0
,"/en-sa/products/brando-parisian-luxe-navy",1,1,0,0
,"//pages/about",1,1,0,0
,"/en-sa/products/maverick-rodeo-drive",1,1,0,0
,"/en-sg/pages/ab-test",1,1,0,0
,"/checkout/21851111488/cn/hWNANrLeyWveYrnwE4QetBoo/en-us/shoppay",1,1,0,1
,"/en-mx/products/brando-naples",1,1,0,0
"Checkout","/checkouts/cn/hWN8NUgFcBDWPbPB8qt3pce8/en-us",1,1,0,1
"Checkout","/orders/d12f8228324fbbe863865ba4f8f02e55",1,1,0,0
,"/en-ie/products/maverick-suede-taupe",1,1,0,0
,"/checkout/21851111488/cn/hWN8w5b3yMuevYVGe3vfAbAX/en-us/shoppay",1,1,0,1
,"/checkout/21851111488/cn/hWN9qT754PnF7kJSY7dU4ndi/en-us/shoppay",1,1,0,1
,"/en-nz/products/brando-noir",1,1,0,0
"Checkout","/checkouts/cn/hWNAWlj0EbDLrdXuT4cii1zO/en-us",1,1,1,1
,"/en-in/products/eastwood-suede-steel-blue",1,1,1,0
"Product","/products/deniro-napa",1,1,0,0
,"/en-sg/products/caine-valois",1,1,0,0
,"/en-ca/products/dann-teak",1,1,0,0
"Checkout","/orders/c4c9d7d4c0ba7fda88ff091e41116695",1,1,0,0
,"/en-nz/products/greyson-noir-tigre",1,1,0,0
"Checkout","/orders/c6f9ec759cf5138fc39cd008821de094",1,1,0,0
,"/checkout/21851111488/cn/hWN7d22qDX3Te9cflfK2g8zC/en-us/shoppay",1,1,0,0
,"/es-es/products/dann-shirt-noir",1,1,0,0
,"/en-jp/products/brando-toulouse-1",1,1,0,0
,"/en-cn/collections/brando-parisian-luxe",1,1,0,0
"Checkout","/checkouts/cn/hWN7PyEF17CY65AgE0ZSpEX4/en-us",1,1,0,1
,"/en-sg/collections/cruise-tencel-twill",1,1,0,0
"Checkout","/checkouts/cn/hWN9QoDGyuZqcBUgMv0cC8J7/en-us/stock-problems",1,1,1,1
"Product","/products/greyson-velvet-amethyst",1,1,0,0
,"/en-se/products/bond-shirt-silk-ivory",1,1,0,0
,"/en-be/products/maverick-suede-noir",1,1,0,0
,"/en-sg/products/lenny-wilshire",1,1,0,0
,"/en-ch/products/brando-dune",1,1,0,0
,"/en-au/products/dann-shirt-noir",1,1,0,0
,"/en-kr/collections/eastwood-butter-suede",1,1,0,0
"Checkout","/checkouts/cn/hWNByGdJk59iBc4YoD7vHPLV/en",1,1,0,1
,"/_web_preview/pages/fit-guide",1,1,0,0
"Checkout","/checkouts/cn/hWNAFn1nJhVNVTawCWxoC5VC/en-us",1,1,1,1
,"/en-ie/products/brando-short-vintage-blanc",1,1,0,0
,"/en-mx/products/eastwood-needle-cord-noir",1,1,0,0
,"/en-ae/products/brando-velvet-noir-1",1,1,0,0
"Checkout","/checkouts/cn/hWNB48CywXJu0TiXOQODgnkQ/en-us",1,1,0,1
,"/en-au/products/wayne-needle-cord-noir",1,1,0,0
,"/en-cn/products/6930529812677",1,1,0,0
,"/en-cn/products/brando-parisian-luxe-twilight",1,1,0,0
,"/en-mc/products/brando-belmar",1,1,0,0
,"/_web_preview/pages/ccpa-privacy-policy",1,1,0,0
,"/en-in/collections/mfvla",1,1,0,0
,"/en-de/products/maverick-silk-steel-blue",1,1,0,0
,"/en-au/products/dean-blanc-leather",1,1,0,0
,"/en-fr/products/bond-shirt-leather-noir",1,1,0,0
"Checkout","/checkouts/cn/hWN7lhFRwxpLbBef2WS8t1Ro/en-us",1,1,0,1
,"/en-sg/products/brando-short-light-grey",1,1,0,0
,"/en-cn/products/5805989298340",1,1,0,0
"Checkout","/checkouts/cn/hWN7YJSWJB9Q4YQ2CYXwLSsc/en-np",1,1,0,1
,"/en-de/collections/velvet",1,1,1,0
"Checkout","/checkouts/cn/hWNBRrZLps7MNWZZAkduUkPB/en",1,1,0,1
"Checkout","/checkouts/cn/hWN7Vc2lvwGeqPCFGG2S8N1e/en-us",1,1,0,1
,"/en-mx/collections/shirts",1,1,0,0
,"/en-hk/collections/t-shirts",1,1,0,0
,"/en-ch/products/brando-vintage-blanc-1",1,1,0,0
,"/en-nl/collections/slim",1,1,0,0
,"/en-cn/products/cruise-coral",1,1,0,0
,"/en-sg/products/cruise-porto",1,1,0,0
,"/en-ie/products/brando-short-mineral-green",1,1,0,0
,"/checkout/21851111488/cn/hWNAXU1S276LjSYLUwr2YepN/en-ca/shoppay",1,1,0,1
,"/en-nl/collections/comfort-twill",1,1,0,0
,"/fr-fr/collections/skinny",1,1,0,0
"Checkout","/checkouts/cn/hWN7Fd5zwtm9hO1PL43XG894/en-pk",1,1,0,1
,"/en-mx/products/dann-shirt-noir",1,1,0,0
,"/en-ca/collections/butter-suede",1,1,0,0
,"/checkout/21851111488/cn/hWN8gNZEElQ14chSAiJWjYgM/en-us/shoppay",1,1,0,1
,"/en-sg/collections/slim",1,1,0,0
,"/en-sg/products/jalen-vintage-leopard",1,1,0,0
,"/en-au/products/eastwood-smokescreen",1,1,0,0
"Checkout","/checkouts/cn/hWNA9zE2TBoDPaqmnBpHhsll/en-us/thank-you",1,1,0,0
,"/en-tw/products/eastwood-needle-cord-plum",1,1,0,0
,"/checkout/21851111488/cn/hWN79IHfPlwmIARmabqoEfGE/en-us/shoppay",1,1,0,1
,"/en-mx/products/dean-khaki",1,1,0,0
,"/checkout/21851111488/cn/hWNAcdOychOV5ZXlATRRI8zR/en-us/shoppay",1,1,0,1
,"/en-nl/pages/about-us",1,1,0,0
