# ----------------------------------------
# Traffic acquisition: Session primary channel group (Default Channel Group)
# Account: MONFRERE
# Property: MONFRERE
# ----------------------------------------
# 
# All Users
# Start date: 20250101
# End date: 20251212
Session primary channel group (Default Channel Group),Week,Sessions,Engaged sessions,Engagement rate,Average engagement time per session,Events per session,Event count,Key events,Session key event rate,Total revenue
Organic Search,04,252,235,0.9325396825396826,87.52777777777777,29.353174603174605,7397,7,0.027777777777777776,1324.2
Paid Search,48,250,199,0.796,101.06,31.704,7926,20,0.04,7308.83
Unassigned,16,250,204,0.816,17.972,6.588,1647,2,0.008,397.75
Paid Search,06,247,240,0.97165991902834,65.04858299595142,24.615384615384617,6080,10,0.04048582995951417,2607.71602
Paid Search,42,247,182,0.7368421052631579,73.48987854251013,19.54251012145749,4827,10,0.03643724696356275,3263.960798
Organic Search,24,244,227,0.930327868852459,57.19672131147541,14.401639344262295,3514,10,0.036885245901639344,1478.96
Paid Search,17,241,232,0.9626556016597511,58.28215767634855,14.33195020746888,3454,5,0.02074688796680498,2157.07
Organic Search,25,239,220,0.9205020920502092,54.29707112970711,12.112970711297072,2895,10,0.04184100418410042,1209.22
Paid Search,25,239,225,0.9414225941422594,67.7949790794979,15.05857740585774,3599,11,0.04602510460251046,2034.57
Email,35,238,207,0.8697478991596639,58.78991596638655,11.941176470588236,2842,11,0.046218487394957986,1388.44
Referral,18,238,216,0.907563025210084,5.554621848739496,4.810924369747899,1145,1,0.004201680672268907,56.95
Organic Search,50,237,222,0.9367088607594937,88.78481012658227,27.641350210970465,6551,1669,0.8945147679324894,4127.79
Organic Search,27,236,221,0.9364406779661016,60.855932203389834,14.766949152542374,3485,5,0.0211864406779661,784.31
Organic Search,32,236,222,0.940677966101695,43.1271186440678,11.766949152542374,2777,4,0.01694915254237288,596.92
Paid Other,48,236,153,0.6483050847457628,59.970338983050844,16.88135593220339,3984,16,0.03389830508474576,1676.15
Referral,32,236,216,0.9152542372881356,3.2245762711864407,4.491525423728813,1060,0,0,0
Organic Search,31,235,218,0.9276595744680851,57.90638297872341,12.961702127659574,3046,0,0,0
Paid Search,07,234,217,0.9273504273504274,59.22222222222222,23.97008547008547,5609,3,0.01282051282051282,574.36
Organic Search,30,233,214,0.9184549356223176,52.86695278969957,13.699570815450643,3192,6,0.02575107296137339,1290.25
Email,45,229,148,0.6462882096069869,66.4585152838428,14.550218340611353,3332,12,0.03056768558951965,4600.67
Paid Search,27,229,210,0.9170305676855895,57.99126637554585,14.056768558951966,3219,4,0.017467248908296942,836.96
Email,20,228,210,0.9210526315789473,47.1140350877193,12.596491228070175,2872,12,0.05263157894736842,2806.71
Organic Search,26,228,216,0.9473684210526315,51.078947368421055,13.403508771929825,3056,3,0.013157894736842105,283.95
Paid Search,13,228,216,0.9473684210526315,70.71929824561404,16.17105263157895,3687,6,0.02631578947368421,2440.47
Referral,09,228,202,0.8859649122807017,13.649122807017545,7.2631578947368425,1656,1,0.0043859649122807015,60.93
Referral,34,226,207,0.915929203539823,7.575221238938053,5.371681415929204,1214,0,0,0
Organic Search,03,224,212,0.9464285714285714,56.424107142857146,24.080357142857142,5394,4,0.017857142857142856,774.54
Paid Search,11,224,204,0.9107142857142857,66.40625,24.236607142857142,5429,9,0.04017857142857143,2077.772293
Paid Search,15,222,213,0.9594594594594594,59.68018018018018,16.23873873873874,3605,8,0.036036036036036036,3470.16
Referral,36,222,51,0.22972972972972974,9.54954954954955,4.792792792792793,1064,0,0,0
Organic Search,08,221,202,0.9140271493212669,51.1764705882353,18.963800904977376,4191,5,0.02262443438914027,1499.68
Organic Social,48,221,120,0.5429864253393665,22.805429864253394,11.036199095022624,2439,4,0.00904977375565611,617.65
Paid Search,10,221,210,0.9502262443438914,61.22171945701358,22.352941176470587,4940,9,0.04072398190045249,3093.88
Paid Search,32,221,205,0.9276018099547512,75.51131221719457,17.43891402714932,3854,7,0.02262443438914027,1853.42
Paid Search,49,221,202,0.9140271493212669,82.1447963800905,30.638009049773757,6771,951,0.6380090497737556,7297.26
Paid Search,03,219,210,0.958904109589041,60.013698630136986,25.182648401826484,5515,4,0.0182648401826484,1331.33
Organic Social,50,214,210,0.9813084112149533,13.457943925233645,12.457943925233645,2666,673,0.8925233644859814,198
Paid Search,08,209,193,0.9234449760765551,68.7464114832536,22.933014354066987,4793,7,0.03349282296650718,1703.74
Paid Search,22,209,187,0.8947368421052632,91.37320574162679,18.67464114832536,3903,18,0.0861244019138756,4292.67
Unassigned,36,209,71,0.3397129186602871,11.808612440191387,6.92822966507177,1448,3,0.014354066985645933,1106.19
Paid Search,09,208,192,0.9230769230769231,70.26923076923077,25.08173076923077,5217,15,0.07211538461538461,3452.33
Referral,21,208,186,0.8942307692307693,14.475961538461538,5.1826923076923075,1078,0,0,0
Referral,31,207,189,0.9130434782608695,9.719806763285025,5.367149758454106,1111,0,0,0
Paid Search,31,206,189,0.9174757281553398,56.48543689320388,15.194174757281553,3130,5,0.024271844660194174,1772.67
Organic Search,28,205,194,0.9463414634146341,58.84878048780488,14.834146341463414,3041,8,0.03902439024390244,951.08
Paid Search,24,205,192,0.9365853658536586,67.46829268292683,16.341463414634145,3350,9,0.04390243902439024,2162.2
Paid Search,26,204,196,0.9607843137254902,76.12254901960785,17.17156862745098,3503,6,0.029411764705882353,1804.01
Email,33,203,182,0.896551724137931,34.20197044334975,9.31527093596059,1891,7,0.034482758620689655,1629.16
Paid Search,12,202,188,0.9306930693069307,73.07920792079207,23.173267326732674,4681,11,0.054455445544554455,3740.17
Paid Search,04,201,188,0.9353233830845771,87.06965174129353,31.875621890547265,6407,3,0.014925373134328358,873.94
Referral,39,200,52,0.26,14.19,7.575,1515,3,0.015,755.7
Organic Social,49,199,180,0.9045226130653267,24.020100502512562,14.452261306532664,2876,488,0.7738693467336684,496
Paid Search,05,198,188,0.9494949494949495,87.76262626262626,31.353535353535353,6208,6,0.030303030303030304,1486.84
Paid Search,19,198,180,0.9090909090909091,71.95959595959596,16.247474747474747,3217,5,0.025252525252525252,2342.92
Paid Search,46,196,160,0.8163265306122449,103.20408163265306,29.086734693877553,5701,18,0.04591836734693878,4597.36
Paid Search,18,193,180,0.9326424870466321,72.51813471502591,19.181347150259068,3702,17,0.08808290155440414,4248.82
Email,50,192,178,0.9270833333333334,64.99479166666667,20.114583333333332,3862,1090,0.875,3176.898715
Paid Search,23,191,179,0.93717277486911,48.50785340314136,13.811518324607329,2638,11,0.05759162303664921,5540.75
Unassigned,35,189,110,0.582010582010582,16.296296296296298,7.063492063492063,1335,2,0.010582010582010581,477.9
Email,02,188,173,0.9202127659574468,46.569148936170215,19.05851063829787,3583,7,0.03723404255319149,1271.92
Paid Search,20,186,173,0.9301075268817204,69.20967741935483,18.768817204301076,3491,6,0.03225806451612903,1092.69
Paid Search,43,183,146,0.7978142076502732,92.03825136612022,24.661202185792348,4513,2,0.01092896174863388,308.38
Cross-network,14,180,175,0.9722222222222222,42.66111111111111,12.25,2205,6,0.03333333333333333,939.19
Paid Search,39,179,142,0.7932960893854749,83.32960893854748,21.87150837988827,3915,10,0.05027932960893855,2607.96
Referral,10,178,168,0.9438202247191011,27.876404494382022,13.42134831460674,2389,3,0.016853932584269662,698.13
Paid Search,21,176,168,0.9545454545454546,92.8125,20.22159090909091,3559,11,0.0625,4369.59
Paid Search,47,175,149,0.8514285714285714,110.20571428571428,32.04571428571428,5608,20,0.05714285714285714,10839.41
Paid Search,44,173,148,0.8554913294797688,113.30635838150289,29.520231213872833,5107,12,0.057803468208092484,6506.06
Paid Search,30,172,160,0.9302325581395349,77.70930232558139,18.49418604651163,3181,5,0.029069767441860465,1915.79
Paid Search,45,170,137,0.8058823529411765,99.84117647058824,29.2,4964,12,0.03529411764705882,5719.91
Paid Search,28,169,162,0.9585798816568047,51.40828402366864,12.50887573964497,2114,8,0.047337278106508875,2636.75
Unassigned,37,169,49,0.28994082840236685,130.02366863905326,7.420118343195266,1254,4,0.023668639053254437,1137.31
Email,42,167,108,0.6467065868263473,47.83832335329341,12.760479041916168,2131,7,0.041916167664670656,1046.98
Organic Search,01,167,160,0.9580838323353293,59.74850299401198,23.137724550898202,3864,2,0.011976047904191617,304.28
Referral,35,165,121,0.7333333333333333,5.2,5.133333333333334,847,0,0,0
Email,38,164,100,0.6097560975609756,43.701219512195124,10.890243902439025,1786,2,0.012195121951219513,429.96
Paid Search,01,164,159,0.9695121951219512,79.17682926829268,28.29268292682927,4640,4,0.024390243902439025,1090.54
Paid Search,29,163,152,0.9325153374233128,87.69325153374233,19.766871165644172,3222,3,0.018404907975460124,183.75
Paid Search,41,162,131,0.808641975308642,85.84567901234568,24.833333333333332,4023,9,0.05555555555555555,2219.68
Paid Search,40,160,128,0.8,63.05625,19.96875,3195,2,0.0125,947.96
Referral,37,160,35,0.21875,15.4375,6.04375,967,1,0.00625,1038.63
Paid Search,50,159,149,0.9371069182389937,92.20754716981132,35.918238993710695,5711,1397,0.9245283018867925,2122.22
Referral,22,158,133,0.8417721518987342,28.810126582278482,6.4113924050632916,1013,0,0,0
Paid Search,38,154,128,0.8311688311688312,73.98701298701299,20.025974025974026,3084,5,0.032467532467532464,1634.71
SMS,18,154,148,0.961038961038961,47.12337662337662,11.019480519480519,1697,13,0.08441558441558442,3255.28
Paid Search,33,148,141,0.9527027027027027,72.91216216216216,16.29054054054054,2411,4,0.02702702702702703,788.58
Email,16,147,129,0.8775510204081632,33.06122448979592,11.428571428571429,1680,10,0.06802721088435375,2427.158471
Paid Other,49,146,129,0.8835616438356164,64.26027397260275,21.664383561643834,3163,553,0.7191780821917808,452.91
Unassigned,38,146,46,0.3150684931506849,13.664383561643836,6.472602739726027,945,1,0.00684931506849315,211.9
Paid Social,38,144,104,0.7222222222222222,21.375,9.895833333333334,1425,0,0,0
SMS,21,144,138,0.9583333333333334,56.46527777777778,14.666666666666666,2112,8,0.05555555555555555,682.28
Unassigned,18,138,112,0.8115942028985508,43.5,11.456521739130435,1581,5,0.036231884057971016,685.22
Unassigned,21,134,91,0.6791044776119403,40.440298507462686,12.895522388059701,1728,5,0.03731343283582089,2238.32
Email,29,133,127,0.9548872180451128,55.62406015037594,13.556390977443609,1803,4,0.03007518796992481,1088.41
SMS,49,133,125,0.9398496240601504,39.88721804511278,16.075187969924812,2138,444,0.849624060150376,191.03
Referral,38,126,36,0.2857142857142857,11.912698412698413,6.063492063492063,764,0,0,0
Cross-network,39,125,84,0.672,61.4,16.592,2074,4,0.032,1460.08
Cross-network,40,124,88,0.7096774193548387,61.685483870967744,17.943548387096776,2225,6,0.04838709677419355,3106.64
Cross-network,43,123,83,0.6747967479674797,49.38211382113821,15.398373983739837,1894,2,0.016260162601626018,465.96
Unassigned,48,121,47,0.3884297520661157,48.43801652892562,17.925619834710744,2169,9,0.04132231404958678,1458.02
SMS,17,118,112,0.9491525423728814,47.91525423728814,11.177966101694915,1319,7,0.059322033898305086,656.2
Unassigned,14,115,92,0.8,29.330434782608695,11.695652173913043,1345,3,0.02608695652173913,-341.443781
Unassigned,27,115,79,0.6869565217391305,63.02608695652174,9.513043478260869,1094,5,0.043478260869565216,129.3
Unassigned,47,114,50,0.43859649122807015,32.473684210526315,13.657894736842104,1557,7,0.03508771929824561,514.71
Cross-network,45,112,72,0.6428571428571429,42.026785714285715,15.517857142857142,1738,2,0.008928571428571428,429.96
Cross-network,46,110,74,0.6727272727272727,68.94545454545455,19.436363636363637,2138,4,0.01818181818181818,2183.92
Cross-network,44,107,76,0.7102803738317757,41.38317757009346,16.542056074766354,1770,2,0.018691588785046728,871.96
Referral,23,106,84,0.7924528301886793,14.735849056603774,6.622641509433962,702,0,0,0
SMS,47,106,63,0.5943396226415094,70.5377358490566,18.40566037735849,1951,10,0.04716981132075472,1253.21
Unassigned,22,106,79,0.7452830188679245,64.68867924528301,12.650943396226415,1341,9,0.0660377358490566,-421.75
SMS,23,102,98,0.9607843137254902,52.63725490196079,10.352941176470589,1056,0,0,0
Paid Other,47,100,66,0.66,63.12,20.49,2049,5,0.03,800.8
SMS,14,100,98,0.98,104.26,19.23,1923,11,0.11,1252.84
Cross-network,42,99,77,0.7777777777777778,53.37373737373738,17.434343434343436,1726,5,0.050505050505050504,1383.1
Paid Social,39,99,52,0.5252525252525253,20.181818181818183,10.181818181818182,1008,0,0,0
Unassigned,32,98,84,0.8571428571428571,13.173469387755102,6.346938775510204,622,2,0.02040816326530612,-73.13
Unassigned,39,94,42,0.44680851063829785,42.351063829787236,10.159574468085106,955,1,0.010638297872340425,-247.86
Unassigned,20,93,69,0.7419354838709677,35.56989247311828,13.13978494623656,1222,2,0.021505376344086023,547.59
Email,07,92,84,0.9130434782608695,42.380434782608695,14.793478260869565,1361,6,0.06521739130434782,1501.15
Cross-network,50,91,83,0.9120879120879121,48.62637362637363,26.384615384615383,2401,515,0.8681318681318682,2685.77
SMS,25,91,89,0.978021978021978,49.23076923076923,13.087912087912088,1191,8,0.07692307692307693,838.42
Unassigned,28,91,59,0.6483516483516484,42.51648351648352,8.989010989010989,818,7,0.07692307692307693,1572.05
Email,01,90,86,0.9555555555555556,75.0111111111111,26.233333333333334,2361,3,0.03333333333333333,441.2
Unassigned,10,90,54,0.6,32.72222222222222,10.88888888888889,980,5,0.05555555555555555,662.48
Unassigned,12,90,59,0.6555555555555556,26.666666666666668,14.1,1269,1,0.011111111111111112,170.5
Cross-network,41,89,61,0.6853932584269663,45.26966292134831,15.685393258426966,1396,0,0,0
Email,41,89,59,0.6629213483146067,87.78651685393258,22.764044943820224,2026,6,0.06741573033707865,586.85
Unassigned,24,89,64,0.7191011235955056,24.53932584269663,8.741573033707866,778,4,0.0449438202247191,-21.49
Unassigned,15,87,62,0.7126436781609196,41.81609195402299,11.758620689655173,1023,3,0.034482758620689655,1006.58
Unassigned,44,87,42,0.4827586206896552,29.160919540229884,10.413793103448276,906,4,0.034482758620689655,1680.79
Unassigned,23,86,75,0.872093023255814,31.6046511627907,9.220930232558139,793,1,0.011627906976744186,12.81
Unassigned,43,86,40,0.46511627906976744,53.7906976744186,11.720930232558139,1008,3,0.03488372093023256,171.51
Unassigned,33,85,70,0.8235294117647058,23.729411764705883,8.941176470588236,760,0,0,0
Unassigned,45,85,44,0.5176470588235295,80.69411764705882,25.705882352941178,2185,0,0,-281.6
Email,40,84,59,0.7023809523809523,89,21.833333333333332,1834,1,0.011904761904761904,239.28
SMS,27,83,80,0.963855421686747,53.325301204819276,12.012048192771084,997,4,0.04819277108433735,585.71
Unassigned,40,82,42,0.5121951219512195,23.23170731707317,8.487804878048781,696,4,0.04878048780487805,437.543629
Referral,41,81,16,0.19753086419753085,6.296296296296297,5.444444444444445,441,0,0,0
Unassigned,29,81,73,0.9012345679012346,35.49382716049383,9.209876543209877,746,0,0,-1060.13
Unassigned,46,80,44,0.55,62.075,14.1,1128,1,0.0125,-266.02
SMS,19,79,77,0.9746835443037974,33.35443037974684,9.291139240506329,734,3,0.0379746835443038,1142.68
Unassigned,13,79,60,0.759493670886076,36.53164556962025,9.417721518987342,744,4,0.05063291139240506,1086.83
SMS,28,78,73,0.9358974358974359,34.8974358974359,10.038461538461538,783,4,0.05128205128205128,1234.66
SMS,45,78,48,0.6153846153846154,40.833333333333336,10.038461538461538,783,3,0.02564102564102564,1498.44
Unassigned,26,78,64,0.8205128205128205,47.166666666666664,11.705128205128204,913,1,0.01282051282051282,-924.25
Unassigned,42,78,34,0.4358974358974359,35.02564102564103,11.961538461538462,933,0,0,-1101.05
Referral,08,77,73,0.948051948051948,23.896103896103895,15.025974025974026,1157,0,0,0
SMS,11,76,75,0.9868421052631579,46,16.92105263157895,1286,3,0.039473684210526314,521.14
Referral,49,75,66,0.88,19.64,12.386666666666667,929,147,0.7866666666666666,0
Unassigned,19,75,61,0.8133333333333334,41.48,12.813333333333333,961,7,0.09333333333333334,2846.33
Referral,07,74,68,0.918918918918919,37.62162162162162,14.527027027027026,1075,4,0.05405405405405406,1114.13
Referral,42,74,30,0.40540540540540543,24.68918918918919,6.9324324324324325,513,0,0,0
Unassigned,30,74,41,0.5540540540540541,44.270270270270274,8.472972972972974,627,1,0.013513513513513514,-79
SMS,08,73,71,0.9726027397260274,37.23287671232877,14.082191780821917,1028,1,0.0136986301369863,99.35
Referral,40,71,17,0.23943661971830985,5.098591549295775,5.098591549295775,362,0,0,0
Unassigned,17,70,53,0.7571428571428571,41.75714285714286,12.028571428571428,842,2,0.02857142857142857,-239.03
Unassigned,49,70,34,0.4857142857142857,61.97142857142857,34.2,2394,399,0.6,2322.1
Cross-network,47,68,50,0.7352941176470589,71.92647058823529,19.558823529411764,1330,6,0.04411764705882353,2634.95
Cross-network,48,68,57,0.8382352941176471,89.95588235294117,24.558823529411764,1670,10,0.07352941176470588,3027.44
Email,39,68,47,0.6911764705882353,53.60294117647059,13.720588235294118,933,2,0.029411764705882353,239.96
SMS,43,66,30,0.45454545454545453,34.21212121212121,9.863636363636363,651,0,0,0
Unassigned,31,65,56,0.8615384615384616,26.876923076923077,8.753846153846155,569,2,0.03076923076923077,480.07
SMS,48,63,42,0.6666666666666666,76.74603174603175,15.603174603174603,983,5,0.047619047619047616,502.04
Cross-network,49,62,58,0.9354838709677419,71.29032258064517,24.129032258064516,1496,237,0.7419354838709677,0
SMS,46,62,36,0.5806451612903226,38.12903225806452,10.548387096774194,654,0,0,0
SMS,44,61,39,0.639344262295082,38.42622950819672,9.557377049180328,583,0,0,0
Unassigned,11,60,36,0.6,42.9,13.95,837,0,0,-63
Unassigned,41,60,24,0.4,35.95,13.433333333333334,806,7,0.11666666666666667,302.82383
Paid Social,35,59,51,0.864406779661017,34.45762711864407,11.661016949152541,688,2,0.03389830508474576,259.76
Unassigned,34,59,46,0.7796610169491526,52.186440677966104,11.220338983050848,662,2,0.03389830508474576,-7.13
Referral,50,56,52,0.9285714285714286,19.714285714285715,15.053571428571429,843,201,0.9107142857142857,0
Unassigned,02,56,36,0.6428571428571429,40.05357142857143,15.660714285714286,877,1,0.017857142857142856,95.6
Organic Shopping,22,55,53,0.9636363636363636,69.61818181818182,15.290909090909091,841,6,0.10909090909090909,1391.16
Organic Shopping,24,55,51,0.9272727272727272,15.672727272727272,8.10909090909091,446,8,0.14545454545454545,1500.35
Paid Social,36,55,29,0.5272727272727272,38.67272727272727,9.50909090909091,523,1,0.01818181818181818,123.2
Referral,06,53,46,0.8679245283018868,15.09433962264151,9.132075471698114,484,1,0.018867924528301886,99.35
Unassigned,09,52,36,0.6923076923076923,24.71153846153846,12.634615384615385,657,0,0,344.16
Organic Shopping,25,51,50,0.9803921568627451,30.07843137254902,8.843137254901961,451,7,0.13725490196078433,1964.21
SMS,41,51,24,0.47058823529411764,56.13725490196079,13.901960784313726,709,1,0.0196078431372549,105.28
Referral,47,50,25,0.5,22.16,13.98,699,0,0,0
Referral,02,49,47,0.9591836734693877,14.918367346938776,9.918367346938776,486,0,0,0
Organic Shopping,06,48,46,0.9583333333333334,57.854166666666664,30.125,1446,5,0.10416666666666667,1811.1
SMS,50,48,46,0.9583333333333334,48.958333333333336,23.0625,1107,285,0.9166666666666666,0
Unassigned,03,48,34,0.7083333333333334,65.45833333333333,17.895833333333332,859,0,0,0
Organic Shopping,18,47,44,0.9361702127659575,20.872340425531913,6.914893617021277,325,5,0.10638297872340426,1151.73
Paid Social,37,46,33,0.717391304347826,37.91304347826087,10.91304347826087,502,0,0,0
SMS,22,46,46,1,60.23913043478261,14.521739130434783,668,3,0.06521739130434782,264.58
Referral,46,44,24,0.5454545454545454,27.886363636363637,12.272727272727273,540,0,0,0
Organic Shopping,02,43,39,0.9069767441860465,66.93023255813954,27.023255813953487,1162,3,0.06976744186046512,439.8
Organic Shopping,12,43,42,0.9767441860465116,23,9.906976744186046,426,26,0.6046511627906976,1116.82
Organic Shopping,14,43,40,0.9302325581395349,13.209302325581396,7.953488372093023,342,15,0.3488372093023256,1182.5
Referral,04,43,39,0.9069767441860465,17.3953488372093,7.651162790697675,329,0,0,0
Unassigned,08,43,33,0.7674418604651163,183,24.11627906976744,1037,3,0.06976744186046512,-60.97
Mobile Push Notifications,21,42,41,0.9761904761904762,16.238095238095237,6.238095238095238,262,0,0,0
Organic Shopping,04,42,38,0.9047619047619048,54.642857142857146,26.238095238095237,1102,2,0.047619047619047616,296.01
SMS,09,42,41,0.9761904761904762,90.07142857142857,26.61904761904762,1118,3,0.07142857142857142,632.36
SMS,42,42,27,0.6428571428571429,23.023809523809526,9.071428571428571,381,0,0,0
Organic Shopping,11,41,41,1,11.634146341463415,6.195121951219512,254,34,0.8048780487804879,1826.65
SMS,20,41,41,1,43,14.048780487804878,576,1,0.024390243902439025,177.68
SMS,26,41,41,1,29.78048780487805,9.024390243902438,370,4,0.0975609756097561,299.02
Paid Search,35,37,32,0.8648648648648649,37.486486486486484,10.567567567567568,391,0,0,0
Referral,05,37,34,0.918918918918919,22.2972972972973,11.297297297297296,418,1,0.02702702702702703,108.35
Organic Shopping,19,35,32,0.9142857142857143,22.8,8.971428571428572,314,8,0.22857142857142856,725.03
Organic Shopping,05,34,33,0.9705882352941176,57.88235294117647,23.970588235294116,815,12,0.35294117647058826,1790.56
Organic Shopping,26,33,32,0.9696969696969697,66.18181818181819,12.393939393939394,409,4,0.12121212121212122,576.8
Referral,01,33,30,0.9090909090909091,35.15151515151515,14.818181818181818,489,1,0.030303030303030304,139.2
Cross-network,34,32,26,0.8125,26.875,9.84375,315,2,0.0625,344.96
Organic Shopping,03,32,29,0.90625,27.875,16.625,532,1,0.03125,278.6
Organic Shopping,27,32,28,0.875,174.46875,21.1875,678,8,0.25,2352.51
Referral,43,31,20,0.6451612903225806,48.58064516129032,27.387096774193548,849,2,0.06451612903225806,281.76
Referral,45,31,17,0.5483870967741935,75.2258064516129,14.870967741935484,461,2,0.03225806451612903,4664.96
Unassigned,05,31,15,0.4838709677419355,36.645161290322584,15.935483870967742,494,0,0,0
Organic Shopping,13,30,29,0.9666666666666667,18.5,9.566666666666666,287,9,0.3,1333.63
Organic Shopping,23,30,27,0.9,15,6.333333333333333,190,6,0.2,1630.97
Referral,03,30,30,1,40.233333333333334,14.766666666666667,443,1,0.03333333333333333,532.64
Paid Search,37,29,21,0.7241379310344828,37.44827586206897,10.724137931034482,311,0,0,0
Unassigned,07,29,15,0.5172413793103449,80.34482758620689,23.517241379310345,682,1,0.034482758620689655,-449.82
Organic Shopping,01,28,27,0.9642857142857143,68.46428571428571,24.678571428571427,691,0,0,0
Organic Shopping,31,28,24,0.8571428571428571,28.357142857142858,12.214285714285714,342,3,0.10714285714285714,1089.4
Paid Other,50,28,28,1,11.821428571428571,13.857142857142858,388,119,1,0
Unassigned,06,28,12,0.42857142857142855,77.92857142857143,25.107142857142858,703,2,0.07142857142857142,359.85
Mobile Push Notifications,22,27,27,1,13.481481481481481,6.518518518518518,176,0,0,0
Organic Shopping,32,27,26,0.9629629629629629,5.814814814814815,6.814814814814815,184,3,0.1111111111111111,720.38
SMS,15,27,25,0.9259259259259259,43.592592592592595,8.444444444444445,228,3,0.1111111111111111,428.57
SMS,24,27,25,0.9259259259259259,16.40740740740741,6.037037037037037,163,0,0,0
Unassigned,04,27,19,0.7037037037037037,30.25925925925926,16.59259259259259,448,0,0,0
Organic Shopping,09,26,24,0.9230769230769231,40.73076923076923,19.76923076923077,514,4,0.15384615384615385,529.03
Organic Shopping,10,26,25,0.9615384615384616,35.96153846153846,18.384615384615383,478,7,0.2692307692307692,1023.07
Paid Search,34,26,23,0.8846153846153846,56.03846153846154,13.538461538461538,352,3,0.11538461538461539,971.48
Referral,44,26,11,0.4230769230769231,21.73076923076923,12.76923076923077,332,0,0,0
SMS,12,26,25,0.9615384615384616,33.92307692307692,15.653846153846153,407,0,0,0
SMS,13,26,23,0.8846153846153846,52.53846153846154,11.26923076923077,293,0,0,0
SMS,16,26,24,0.9230769230769231,17.192307692307693,7.884615384615385,205,0,0,0
Organic Shopping,08,25,23,0.92,42.12,18.84,471,6,0.24,1388.64
Organic Shopping,07,24,21,0.875,63.75,10,240,1,0.041666666666666664,71.55
Organic Shopping,29,24,20,0.8333333333333334,60.833333333333336,10.5,252,10,0.4166666666666667,1621.14
Mobile Push Notifications,23,23,23,1,23.82608695652174,7.6521739130434785,176,0,0,0
Paid Other,46,23,14,0.6086956521739131,23.565217391304348,8.956521739130435,206,2,0.043478260869565216,528
Organic Shopping,20,22,20,0.9090909090909091,22.818181818181817,9.454545454545455,208,8,0.36363636363636365,1161.14
Organic Shopping,37,22,14,0.6363636363636364,10.909090909090908,8.181818181818182,180,1,0.045454545454545456,118.43
SMS,10,22,19,0.8636363636363636,42.40909090909091,13.545454545454545,298,0,0,0
Cross-network,38,21,12,0.5714285714285714,30.857142857142858,14.380952380952381,302,0,0,0
Organic Shopping,33,21,21,1,32.95238095238095,10.571428571428571,222,1,0.047619047619047616,108.9
Paid Social,33,21,21,1,29.047619047619047,9.714285714285714,204,0,0,0
Organic Shopping,17,20,19,0.95,36.7,12.5,250,2,0.1,297.98
Paid Search,36,20,16,0.8,81.15,12.65,253,0,0,0
Paid Social,34,20,18,0.9,36.35,14.25,285,0,0,0
Organic Shopping,16,19,19,1,29.736842105263158,7.052631578947368,134,2,0.10526315789473684,113.35
Organic Shopping,21,17,16,0.9411764705882353,33.64705882352941,10.941176470588236,186,9,0.5294117647058824,2084.31
Organic Shopping,28,17,16,0.9411764705882353,27.941176470588236,11.294117647058824,192,3,0.17647058823529413,1132.36
Paid Social,27,17,16,0.9411764705882353,40.529411764705884,12,204,1,0.058823529411764705,55.15
Organic Shopping,30,16,15,0.9375,36.4375,10.0625,161,3,0.1875,532.48
Organic Shopping,34,16,15,0.9375,31.125,9.5625,153,4,0.25,498.28
Cross-network,35,14,10,0.7142857142857143,75.5,13,182,1,0.07142857142857142,265.44
Mobile Push Notifications,24,14,14,1,12.642857142857142,6.285714285714286,88,0,0,0
Organic Shopping,47,14,12,0.8571428571428571,27.785714285714285,7.428571428571429,104,6,0.42857142857142855,434.67
SMS,38,14,8,0.5714285714285714,13.071428571428571,8.714285714285714,122,0,0,0
Mobile Push Notifications,29,13,13,1,39.23076923076923,12.461538461538462,162,0,0,0
Organic Shopping,35,13,8,0.6153846153846154,27.846153846153847,11.692307692307692,152,1,0.07692307692307693,158.48
Organic Shopping,36,13,10,0.7692307692307693,25,10.461538461538462,136,2,0.15384615384615385,214.98
Paid Other,45,13,6,0.46153846153846156,22.76923076923077,11.76923076923077,153,2,0.07692307692307693,927.96
SMS,03,13,12,0.9230769230769231,27,16.923076923076923,220,0,0,0
Paid Social,31,12,11,0.9166666666666666,0.8333333333333334,6.083333333333333,73,0,0,0
SMS,39,12,7,0.5833333333333334,9.5,6.916666666666667,83,0,0,0
Organic Shopping,15,11,10,0.9090909090909091,59.36363636363637,16.636363636363637,183,3,0.2727272727272727,381.5
Organic Shopping,45,11,7,0.6363636363636364,33.63636363636363,20.454545454545453,225,1,0.09090909090909091,215.57
Paid Other,42,11,5,0.45454545454545453,4.818181818181818,5.545454545454546,61,0,0,0
Paid Other,43,11,5,0.45454545454545453,46.54545454545455,10.090909090909092,111,2,0.18181818181818182,369.76
Paid Social,32,11,11,1,23.09090909090909,10.454545454545455,115,0,0,0
SMS,05,11,11,1,70.72727272727273,24.09090909090909,265,0,0,0
SMS,40,11,8,0.7272727272727273,32.90909090909091,15.727272727272727,173,0,0,0
Organic Shopping,48,10,8,0.8,29.9,10,100,5,0.5,685.02
Paid Social,20,10,7,0.7,27.7,10.1,101,0,0,0
SMS,01,10,10,1,35.2,17.1,171,0,0,0
Mobile Push Notifications,31,9,9,1,2,6.111111111111111,55,0,0,0
Organic Shopping,38,9,5,0.5555555555555556,3.2222222222222223,4.888888888888889,44,2,0.2222222222222222,268.02
