# ----------------------------------------
# Traffic acquisition: Session primary channel group (Default Channel Group)
# Account: MONFRERE
# Property: MONFRERE
# ----------------------------------------
# 
# All Users
# Start date: 20240101
# End date: 20241231
Session primary channel group (Default Channel Group),Week,Sessions,Engaged sessions,Engagement rate,Average engagement time per session,Events per session,Event count,Key events,Session key event rate,Total revenue
Paid Search,48,345,322,0.9333333333333333,106.71884057971015,45.142028985507245,15574,18,0.05217391304347826,3994.18
Paid Social,07,332,241,0.7259036144578314,26.150602409638555,9.340361445783133,3101,2,0.006024096385542169,217.52
Paid Social,23,328,327,0.9969512195121951,16.524390243902438,14.253048780487806,4675,1,0.003048780487804878,79.5
Paid Search,21,323,308,0.9535603715170279,42.46749226006192,17.396284829721363,5619,5,0.015479876160990712,840.4
Cross-network,20,322,311,0.9658385093167702,24.934782608695652,11.024844720496894,3550,2,0.006211180124223602,346.5
Paid Search,27,322,304,0.9440993788819876,38.84782608695652,18.332298136645964,5903,4,0.012422360248447204,1413.22
SMS,19,315,304,0.9650793650793651,65.21269841269842,29.365079365079364,9250,12,0.0380952380952381,1560.56
Organic Search,49,312,286,0.9166666666666666,64.89423076923077,25.955128205128204,8098,5,0.016025641025641024,1028.43
Direct,44,309,290,0.9385113268608414,43.90614886731392,17.766990291262136,5490,5,0.016181229773462782,1758.92
Direct,46,308,279,0.9058441558441559,37.9025974025974,20.516233766233768,6319,10,0.032467532467532464,2344.3
Cross-network,53,307,298,0.9706840390879479,47.648208469055376,20.78827361563518,6382,8,0.026058631921824105,1036.08
Cross-network,02,306,231,0.7549019607843137,57.22549019607843,14.31045751633987,4379,7,0.02287581699346405,3331.54
Paid Search,49,306,286,0.934640522875817,107.68954248366013,37.80392156862745,11568,15,0.049019607843137254,2767.42
Paid Search,04,305,231,0.7573770491803279,92.05573770491803,20.914754098360657,6379,12,0.036065573770491806,3509.21
Organic Search,34,302,276,0.9139072847682119,56.28145695364238,19.039735099337747,5750,13,0.029801324503311258,3099.671913
Paid Social,06,302,210,0.695364238410596,28.665562913907284,9.937086092715232,3001,1,0.0033112582781456954,121.92
Organic Social,14,301,299,0.9933554817275747,5.568106312292358,6.6976744186046515,2016,0,0,0
Direct,53,291,280,0.9621993127147767,45.74226804123711,22.721649484536083,6612,14,0.044673539518900345,1870.864285
Organic Search,33,291,255,0.8762886597938144,81.72164948453609,22.70790378006873,6608,15,0.041237113402061855,4410.76
Email,01,289,218,0.754325259515571,44.930795847750865,13.27681660899654,3837,2,0.006920415224913495,1073.1
Paid Search,51,289,276,0.9550173010380623,83.19031141868513,32.22837370242215,9314,8,0.02768166089965398,3610.04
Organic Search,50,287,269,0.9372822299651568,67.64459930313589,26.958188153310104,7737,3,0.010452961672473868,1136.38
Paid Search,42,275,259,0.9418181818181818,78.24727272727273,28.527272727272727,7845,8,0.02909090909090909,2975.97
Cross-network,31,274,254,0.927007299270073,28.562043795620436,9.835766423357665,2695,7,0.025547445255474453,880.44
Paid Search,22,272,265,0.9742647058823529,36.625,17.191176470588236,4676,4,0.014705882352941176,636.75
Email,09,269,201,0.7472118959107806,58.17100371747212,13.003717472118959,3498,9,0.03345724907063197,1773.76
Organic Search,32,268,244,0.9104477611940298,77.58582089552239,18.992537313432837,5090,7,0.026119402985074626,816.36
Organic Social,20,267,200,0.7490636704119851,16.280898876404493,10.692883895131086,2855,0,0,0
Organic Search,52,259,246,0.9498069498069498,53.891891891891895,22.405405405405407,5803,4,0.015444015444015444,900.56
Organic Search,51,258,244,0.9457364341085271,61.43023255813954,28.48062015503876,7348,3,0.011627906976744186,625.11
Organic Search,43,257,236,0.9182879377431906,60.17120622568093,24.731517509727627,6356,4,0.01556420233463035,2377.19
Paid Search,09,255,200,0.7843137254901961,77.67450980392157,18.992156862745098,4843,5,0.0196078431372549,1306.8
Paid Search,33,253,231,0.9130434782608695,70.13833992094861,21.134387351778656,5347,5,0.015810276679841896,719.52
Paid Search,43,251,236,0.9402390438247012,59.99601593625498,24.856573705179283,6239,2,0.00796812749003984,561.48
Paid Search,50,245,231,0.9428571428571428,60.8,28.33061224489796,6941,2,0.00816326530612245,1152.28
Organic Search,42,235,214,0.9106382978723404,55.4,23.114893617021277,5432,6,0.02553191489361702,2832.74
SMS,45,233,219,0.9399141630901288,58.58369098712446,25.55793991416309,5955,3,0.012875536480686695,643.2
Paid Search,17,226,216,0.9557522123893806,66.56637168141593,25.376106194690266,5735,6,0.02654867256637168,2949
Email,42,223,217,0.9730941704035875,65.66367713004485,24.3542600896861,5431,2,0.008968609865470852,696.96
Paid Search,25,223,212,0.9506726457399103,43.57847533632287,18.017937219730943,4018,6,0.026905829596412557,1823.62
Paid Social,24,223,222,0.9955156950672646,27.59641255605381,19.807174887892376,4417,0,0,0
Unassigned,26,223,154,0.6905829596412556,54.17040358744394,23.614349775784753,5266,4,0.017937219730941704,233.8
Paid Search,52,221,214,0.9683257918552036,92.3076923076923,34.71493212669683,7672,10,0.04524886877828054,3272.37
Email,29,213,196,0.92018779342723,51.54929577464789,15.178403755868544,3233,5,0.023474178403755867,909.437906
Paid Video,43,213,204,0.9577464788732394,18.671361502347416,5.384976525821596,1147,0,0,0
Paid Search,32,211,186,0.8815165876777251,75.04265402843602,20.86729857819905,4403,5,0.023696682464454975,601.34
Paid Search,01,210,169,0.8047619047619048,101.6047619047619,21.952380952380953,4610,1,0.004761904761904762,563.2
SMS,46,208,192,0.9230769230769231,47.09615384615385,22.76923076923077,4736,3,0.014423076923076924,632.3
Paid Search,03,207,170,0.821256038647343,102.3623188405797,21.36231884057971,4422,4,0.01932367149758454,606
Paid Search,34,207,192,0.927536231884058,84.58454106280193,29.014492753623188,6006,12,0.03864734299516908,4212.46
SMS,18,203,191,0.9408866995073891,41.33497536945813,16.137931034482758,3276,5,0.024630541871921183,476.53
Email,24,197,190,0.9644670050761421,30.106598984771573,14.781725888324873,2912,3,0.015228426395939087,545.065001
Organic Social,15,197,196,0.9949238578680203,12.314720812182742,7.040609137055838,1387,1,0.005076142131979695,363.17
Display,43,194,184,0.9484536082474226,17.798969072164947,6.469072164948454,1255,0,0,0
Paid Social,25,194,192,0.9896907216494846,24.448453608247423,17.469072164948454,3389,3,0.015463917525773196,405.35
Paid Search,13,187,176,0.9411764705882353,62.967914438502675,26.50802139037433,4957,1,0.0053475935828877,178.5
Email,39,183,169,0.9234972677595629,74.05464480874316,26.688524590163933,4884,18,0.0546448087431694,3383.09
Paid Search,08,182,155,0.8516483516483516,60.17032967032967,13.912087912087912,2532,1,0.005494505494505495,771.88
Cross-network,42,169,163,0.9644970414201184,31.816568047337277,12.059171597633137,2038,0,0,0
Organic Search,53,159,145,0.9119496855345912,87.45911949685535,32.21383647798742,5122,6,0.03773584905660377,850.98
Cross-network,41,155,150,0.967741935483871,30.141935483870967,14.838709677419354,2300,3,0.01935483870967742,597.21
Paid Search,15,152,148,0.9736842105263158,79.89473684210526,32.69736842105263,4970,3,0.019736842105263157,965.3
Email,38,150,145,0.9666666666666667,51.14666666666667,22.373333333333335,3356,5,0.02666666666666667,477.22
Display,42,146,144,0.9863013698630136,22.171232876712327,6.760273972602739,987,0,0,0
Paid Search,02,146,118,0.8082191780821918,85.43835616438356,20.006849315068493,2921,0,0,0
Paid Search,53,145,138,0.9517241379310345,71.96551724137932,28.6,4147,2,0.013793103448275862,376.08
Cross-network,47,139,133,0.9568345323741008,54.32374100719424,21.258992805755394,2955,0,0,0
Referral,17,136,131,0.9632352941176471,37.13235294117647,17.360294117647058,2361,2,0.014705882352941176,268.8
Unassigned,13,134,2,0.014925373134328358,51.76119402985075,5.32089552238806,713,12,0.08955223880597014,3349.8
Paid Search,47,128,122,0.953125,116.34375,43.640625,5586,4,0.03125,596.5
Unassigned,22,126,0,0,41.04761904761905,4.849206349206349,611,0,0,0
Referral,18,120,105,0.875,44.475,20.55,2466,2,0.016666666666666666,83.16
Paid Search,05,117,89,0.7606837606837606,65.98290598290598,17.58974358974359,2058,3,0.02564102564102564,486.92
Paid Social,26,116,115,0.9913793103448276,19.25862068965517,15.71551724137931,1823,0,0,0
SMS,35,113,97,0.8584070796460177,67.31858407079646,25.141592920353983,2841,3,0.02654867256637168,603.47
Email,41,112,106,0.9464285714285714,57.9375,22.375,2506,2,0.017857142857142856,769.78
SMS,11,112,105,0.9375,19.383928571428573,8.642857142857142,968,2,0.017857142857142856,315.36
SMS,16,110,105,0.9545454545454546,62.90909090909091,16.118181818181817,1773,2,0.01818181818181818,159.2
Unassigned,21,110,0,0,25.036363636363635,4.027272727272727,443,0,0,0
Unassigned,27,103,40,0.3883495145631068,29.07766990291262,8.330097087378642,858,0,0,0
Unassigned,28,103,39,0.3786407766990291,33.12621359223301,10.932038834951456,1126,2,0.019417475728155338,470
Paid Social,38,101,99,0.9801980198019802,11.445544554455445,13.613861386138614,1375,0,0,0
Email,53,97,92,0.9484536082474226,51.78350515463917,25.97938144329897,2520,3,0.030927835051546393,613.48
Unassigned,38,96,70,0.7291666666666666,25.604166666666668,11.802083333333334,1133,2,0.010416666666666666,245.52
SMS,15,95,89,0.9368421052631579,49.03157894736842,17.68421052631579,1680,3,0.031578947368421054,167.5
SMS,26,91,84,0.9230769230769231,44.31868131868132,13.659340659340659,1243,2,0.02197802197802198,354.6
Paid Social,37,89,88,0.9887640449438202,11.92134831460674,12.955056179775282,1153,0,0,0
SMS,42,87,80,0.9195402298850575,37.839080459770116,17.60919540229885,1532,0,0,0
Referral,25,85,76,0.8941176470588236,249.24705882352941,18.858823529411765,1603,2,0.023529411764705882,529.2
SMS,36,85,79,0.9294117647058824,59.141176470588235,25.270588235294117,2148,2,0.011764705882352941,429.96
Referral,10,84,37,0.44047619047619047,75.75,8,672,0,0,0
SMS,27,84,80,0.9523809523809523,46.404761904761905,12.738095238095237,1070,1,0.011904761904761904,138.6
Unassigned,15,80,2,0.025,60.3875,12.625,1010,20,0.225,4455.8
Display,01,78,54,0.6923076923076923,69.65384615384616,14.35897435897436,1120,0,0,0
Unassigned,14,77,1,0.012987012987012988,18.818181818181817,3.3636363636363638,259,13,0.16883116883116883,3764.2
Referral,15,76,69,0.9078947368421053,69.30263157894737,32.10526315789474,2440,7,0.09210526315789473,2251
Unassigned,20,76,0,0,16.55263157894737,7.276315789473684,553,11,0.14473684210526316,2832.9
Paid Social,39,75,75,1,6.946666666666666,13.813333333333333,1036,0,0,0
SMS,23,72,65,0.9027777777777778,28.291666666666668,12.402777777777779,893,1,0.013888888888888888,79.2
SMS,52,72,69,0.9583333333333334,53.708333333333336,20.73611111111111,1493,1,0.013888888888888888,127.2
Unassigned,16,72,0,0,24.291666666666668,7.333333333333333,528,18,0.25,2945.6
Unassigned,50,71,31,0.43661971830985913,29.91549295774648,13.056338028169014,927,0,0,0
Paid Search,41,69,67,0.9710144927536232,54.81159420289855,23.405797101449274,1615,5,0.07246376811594203,1185
Cross-network,18,68,63,0.9264705882352942,16.485294117647058,10.352941176470589,704,0,0,0
Referral,19,68,58,0.8529411764705882,62.94117647058823,17.058823529411764,1160,3,0.04411764705882353,956.58
Paid Other,05,67,53,0.7910447761194029,57.88059701492537,14.865671641791044,996,0,0,0
Unassigned,17,67,0,0,36.492537313432834,9.194029850746269,616,1,0.014925373134328358,736
Paid Other,04,66,58,0.8787878787878788,78.01515151515152,16.21212121212121,1070,1,0.015151515151515152,78.72
Paid Social,22,66,65,0.9848484848484849,28.96969696969697,18.045454545454547,1191,0,0,0
SMS,12,65,64,0.9846153846153847,5.430769230769231,5.107692307692307,332,1,0.015384615384615385,168.3
Referral,12,64,58,0.90625,38.9375,14.5625,932,2,0.03125,855.6
Paid Search,20,63,62,0.9841269841269841,55.111111111111114,18.761904761904763,1182,1,0.015873015873015872,248
SMS,31,63,50,0.7936507936507936,36.12698412698413,12.206349206349206,769,0,0,0
Referral,26,62,53,0.8548387096774194,16.983870967741936,10.741935483870968,666,0,0,0
Unassigned,39,62,39,0.6290322580645161,55.403225806451616,20.322580645161292,1260,1,0.016129032258064516,79.9
Unassigned,41,62,42,0.6774193548387096,42,21.467741935483872,1331,4,0.04838709677419355,443.46
Referral,23,60,49,0.8166666666666667,18.5,13.3,798,2,0.03333333333333333,1942.9
Referral,04,59,41,0.6949152542372882,33.355932203389834,12,708,1,0.01694915254237288,228
Referral,22,59,52,0.8813559322033898,24.389830508474578,13.627118644067796,804,1,0.01694915254237288,235.2
SMS,13,59,58,0.9830508474576272,23.694915254237287,15.101694915254237,891,0,0,0
Cross-network,35,58,53,0.9137931034482759,28.862068965517242,12.086206896551724,701,2,0.017241379310344827,200.91
Paid Social,27,58,58,1,26.189655172413794,19.155172413793103,1111,0,0,0
Referral,11,58,54,0.9310344827586207,73.67241379310344,27.275862068965516,1582,1,0.017241379310344827,201.96
Unassigned,49,58,47,0.8103448275862069,44.87931034482759,18.29310344827586,1061,0,0,0
SMS,14,57,55,0.9649122807017544,47.771929824561404,10.842105263157896,618,1,0.017543859649122806,151
Email,40,56,54,0.9642857142857143,61.642857142857146,23.517857142857142,1317,4,0.03571428571428571,625.71
Unassigned,18,56,0,0,78.46428571428571,18.767857142857142,1051,1,0.017857142857142856,198
SMS,06,55,35,0.6363636363636364,48.92727272727273,14.309090909090909,787,0,0,0
Referral,02,54,40,0.7407407407407407,93.5,25.796296296296298,1393,2,0.037037037037037035,308
Referral,03,54,39,0.7222222222222222,31.962962962962962,12.222222222222221,660,0,0,0
Unassigned,51,54,28,0.5185185185185185,42.351851851851855,18.35185185185185,991,1,0.018518518518518517,241.68
SMS,34,53,50,0.9433962264150944,49.943396226415096,17.79245283018868,943,0,0,0
Referral,05,52,32,0.6153846153846154,23.596153846153847,8.788461538461538,457,0,0,0
SMS,04,52,40,0.7692307692307693,58.32692307692308,12.826923076923077,667,4,0.07692307692307693,668.08
Referral,24,51,36,0.7058823529411765,10.666666666666666,9.72549019607843,496,1,0.0196078431372549,259
SMS,20,51,49,0.9607843137254902,39.627450980392155,15.117647058823529,771,2,0.0392156862745098,1758.4
SMS,10,49,45,0.9183673469387755,59.224489795918366,18.26530612244898,895,1,0.02040816326530612,649.6
SMS,47,48,45,0.9375,56.729166666666664,25.104166666666668,1205,3,0.0625,938.88
Unassigned,23,48,0,0,24.958333333333332,11.041666666666666,530,0,0,0
Referral,13,47,44,0.9361702127659575,82.80851063829788,27.914893617021278,1312,0,0,0
Referral,21,46,34,0.7391304347826086,20.282608695652176,13.891304347826088,639,1,0.021739130434782608,335.44
SMS,24,46,41,0.8913043478260869,30.456521739130434,13.326086956521738,613,0,0,0
SMS,28,46,44,0.9565217391304348,31.76086956521739,18.67391304347826,859,0,0,0
SMS,37,46,41,0.8913043478260869,34.56521739130435,22.369565217391305,1029,0,0,0
Referral,16,45,40,0.8888888888888888,68.93333333333334,21.6,972,0,0,0
SMS,25,45,43,0.9555555555555556,35,14.2,639,0,0,0
Unassigned,24,45,0,0,46.955555555555556,7.044444444444444,317,0,0,0
Cross-network,19,44,41,0.9318181818181818,54.31818181818182,24.295454545454547,1069,4,0.09090909090909091,1552
Referral,06,44,30,0.6818181818181818,63.88636363636363,11.613636363636363,511,0,0,0
Unassigned,42,44,31,0.7045454545454546,41.27272727272727,14.818181818181818,652,1,0.022727272727272728,184.88
Unassigned,47,44,24,0.5454545454545454,80.88636363636364,25,1100,1,0.022727272727272728,49
Organic Shopping,47,43,36,0.8372093023255814,55.30232558139535,23.162790697674417,996,4,0.09302325581395349,1285.88
Referral,42,43,38,0.8837209302325582,38.72093023255814,15.162790697674419,652,1,0.023255813953488372,328
SMS,03,43,34,0.7906976744186046,78.48837209302326,20.069767441860463,863,2,0.046511627906976744,184.32
Unassigned,44,42,27,0.6428571428571429,27.095238095238095,10.80952380952381,454,0,0,0
Organic Shopping,48,41,37,0.9024390243902439,70.78048780487805,28.536585365853657,1170,2,0.04878048780487805,234.5
Referral,20,41,28,0.6829268292682927,13.682926829268293,8.048780487804878,330,1,0.024390243902439025,193.8
Unassigned,52,41,25,0.6097560975609756,32.02439024390244,13.146341463414634,539,2,0.04878048780487805,693.86
Referral,01,40,32,0.8,55.275,15.875,635,1,0.025,421.36
Paid Social,36,39,38,0.9743589743589743,7.512820512820513,9.743589743589743,380,0,0,0
Organic Shopping,52,38,34,0.8947368421052632,37.078947368421055,18.57894736842105,706,0,0,0
Paid Search,31,38,37,0.9736842105263158,84.89473684210526,14.578947368421053,554,0,0,0
Unassigned,40,38,24,0.631578947368421,54.60526315789474,28.31578947368421,1076,1,0.02631578947368421,0
Display,02,37,20,0.5405405405405406,39.567567567567565,12.135135135135135,449,0,0,0
Organic Shopping,14,37,36,0.972972972972973,24.45945945945946,13.72972972972973,508,0,0,0
Organic Shopping,49,36,32,0.8888888888888888,41.111111111111114,16.77777777777778,604,1,0.027777777777777776,173.25
Referral,46,36,30,0.8333333333333334,33.361111111111114,13.5,486,1,0.027777777777777776,83.4
SMS,05,36,17,0.4722222222222222,19.055555555555557,6.694444444444445,241,0,0,0
SMS,43,36,34,0.9444444444444444,32.166666666666664,18.47222222222222,665,1,0.027777777777777776,198.78
Unassigned,12,36,0,0,31.5,8.833333333333334,318,2,0.05555555555555555,488.8
Unassigned,48,36,24,0.6666666666666666,76,31.694444444444443,1141,1,0.027777777777777776,74.4
Referral,50,35,31,0.8857142857142857,30.914285714285715,15.6,546,0,0,0
SMS,08,35,22,0.6285714285714286,33.4,8.571428571428571,300,0,0,0
SMS,21,35,34,0.9714285714285714,27.142857142857142,19.457142857142856,681,0,0,0
Referral,51,34,30,0.8823529411764706,49.26470588235294,10.411764705882353,354,0,0,0
SMS,41,34,34,1,32.05882352941177,16,544,0,0,0
Unassigned,19,34,0,0,56.85294117647059,16.970588235294116,577,1,0.029411764705882353,83.72
Cross-network,28,33,31,0.9393939393939394,12.545454545454545,8.818181818181818,291,0,0,0
Referral,14,33,33,1,37.96969696969697,22.424242424242426,740,0,0,0
Referral,33,33,24,0.7272727272727273,56,18.424242424242426,608,2,0.06060606060606061,211.04
Paid Other,06,32,28,0.875,65.46875,14.78125,473,0,0,0
Referral,34,32,30,0.9375,37.78125,20.21875,647,3,0.0625,736.56
Referral,49,32,28,0.875,23.96875,17.09375,547,1,0.03125,229.6
SMS,32,32,29,0.90625,51.5625,18.90625,605,1,0.03125,186.6
SMS,33,32,27,0.84375,34.78125,12.625,404,0,0,0
Organic Shopping,46,31,31,1,62.12903225806452,27.451612903225808,851,1,0.03225806451612903,254.829289
Paid Search,28,31,31,1,3.6129032258064515,5.806451612903226,180,0,0,0
Paid Social,40,31,31,1,12.193548387096774,13.612903225806452,422,0,0,0
Referral,28,31,28,0.9032258064516129,135.06451612903226,29.580645161290324,917,1,0.03225806451612903,176
SMS,22,31,29,0.9354838709677419,53,17.580645161290324,545,1,0.03225806451612903,107.2
Organic Shopping,36,29,26,0.896551724137931,71.27586206896552,23.93103448275862,694,1,0.034482758620689655,239.6
Referral,41,29,24,0.8275862068965517,22.448275862068964,13.413793103448276,389,1,0.034482758620689655,210
Referral,44,29,28,0.9655172413793104,21.93103448275862,13.206896551724139,383,0,0,0
SMS,49,29,27,0.9310344827586207,42.689655172413794,16.93103448275862,491,1,0.034482758620689655,59.4
Unassigned,43,29,13,0.4482758620689655,43.41379310344828,17.655172413793103,512,1,0.034482758620689655,248
Cross-network,07,28,17,0.6071428571428571,18,5.607142857142857,157,0,0,0
Organic Shopping,53,28,25,0.8928571428571429,142.57142857142858,33.535714285714285,939,3,0.07142857142857142,788.26
Referral,48,28,25,0.8928571428571429,35.75,18.821428571428573,527,0,0,0
Referral,52,28,27,0.9642857142857143,22.75,15.285714285714286,428,0,0,0
Organic Shopping,51,27,26,0.9629629629629629,94.96296296296296,25.74074074074074,695,0,0,0
Referral,32,27,21,0.7777777777777778,95.55555555555556,21.703703703703702,586,2,0.07407407407407407,636.8
SMS,39,27,26,0.9629629629629629,43.370370370370374,27.444444444444443,741,2,0.037037037037037035,549.6
Cross-network,06,26,16,0.6153846153846154,45,7.8076923076923075,203,0,0,0
Organic Shopping,50,26,25,0.9615384615384616,89.8076923076923,37.53846153846154,976,1,0.038461538461538464,210
Referral,38,26,25,0.9615384615384616,27.423076923076923,11.26923076923077,293,0,0,0
SMS,09,26,14,0.5384615384615384,31.26923076923077,8.961538461538462,233,0,0,0
Unassigned,33,26,4,0.15384615384615385,49.15384615384615,14.23076923076923,370,1,0.038461538461538464,95.52
Unassigned,53,26,13,0.5,27.423076923076923,16.73076923076923,435,0,0,0
Referral,36,25,23,0.92,37.04,15.32,383,0,0,0
Unassigned,35,25,1,0.04,63.2,12,300,3,0.08,1252.960268
Unassigned,46,25,13,0.52,46.44,20.68,517,0,0,0
Display,03,24,15,0.625,45.166666666666664,12.25,294,0,0,0
Organic Shopping,38,24,24,1,31.875,13.916666666666666,334,0,0,0
Paid Other,11,24,24,1,12.375,11.666666666666666,280,0,0,0
SMS,44,24,23,0.9583333333333334,99,31.708333333333332,761,0,0,0
Organic Shopping,27,23,20,0.8695652173913043,20.869565217391305,13.73913043478261,316,0,0,0
Paid Search,35,23,21,0.9130434782608695,93.3913043478261,40.130434782608695,923,0,0,0
Referral,27,23,22,0.9565217391304348,6.6521739130434785,7.043478260869565,162,0,0,0
Referral,31,23,20,0.8695652173913043,50.130434782608695,12,276,2,0.08695652173913043,269.6
SMS,02,23,15,0.6521739130434783,31.347826086956523,8.521739130434783,196,0,0,0
Cross-network,14,22,20,0.9090909090909091,36.72727272727273,13.681818181818182,301,0,0,0
Organic Shopping,39,22,22,1,67.18181818181819,33.86363636363637,745,3,0.09090909090909091,1070.38
Paid Social,21,22,22,1,10.272727272727273,10.545454545454545,232,0,0,0
Referral,30,22,14,0.6363636363636364,21.272727272727273,5.590909090909091,123,0,0,0
SMS,48,22,20,0.9090909090909091,101.04545454545455,59.18181818181818,1302,1,0.045454545454545456,776.58
Unassigned,02,22,0,0,145.45454545454547,19,418,2,0.09090909090909091,262.4
Unassigned,09,22,1,0.045454545454545456,50.86363636363637,10,220,1,0.045454545454545456,250.88
Organic Shopping,37,21,20,0.9523809523809523,62.95238095238095,24.714285714285715,519,1,0.047619047619047616,48
Paid Search,14,21,20,0.9523809523809523,15.285714285714286,9.714285714285714,204,0,0,0
Paid Search,29,21,21,1,0.8095238095238095,3.6666666666666665,77,0,0,0
Referral,53,21,20,0.9523809523809523,42.38095238095238,15,315,0,0,0
SMS,38,21,14,0.6666666666666666,17.571428571428573,11.047619047619047,232,0,0,0
Organic Shopping,42,20,19,0.95,25.2,16.7,334,1,0.05,140.88
Organic Shopping,44,20,18,0.9,37.45,16.55,331,2,0.1,474.98
Referral,47,20,18,0.9,52.5,18.8,376,0,0,0
Organic Shopping,34,19,18,0.9473684210526315,92.42105263157895,20.263157894736842,385,2,0.10526315789473684,206.58
Referral,45,19,17,0.8947368421052632,51.73684210526316,19.736842105263158,375,0,0,0
SMS,30,19,18,0.9473684210526315,93.3157894736842,17.210526315789473,327,0,0,0
Unassigned,10,19,1,0.05263157894736842,39.473684210526315,16.105263157894736,306,0,0,0
SMS,07,18,15,0.8333333333333334,59.888888888888886,17.11111111111111,308,1,0.05555555555555555,1073.36
Unassigned,05,18,0,0,43.22222222222222,10.833333333333334,195,2,0.1111111111111111,250.64
Unassigned,11,18,0,0,18.61111111111111,7.222222222222222,130,1,0.05555555555555555,159.2
Organic Shopping,43,17,14,0.8235294117647058,40.411764705882355,16.705882352941178,284,0,0,0
Referral,35,17,16,0.9411764705882353,30.352941176470587,13.823529411764707,235,1,0.058823529411764705,168.98
Referral,37,17,16,0.9411764705882353,13.117647058823529,8.058823529411764,137,0,0,0
SMS,50,17,15,0.8823529411764706,29.470588235294116,18.11764705882353,308,0,0,0
SMS,53,17,14,0.8235294117647058,49.705882352941174,15.941176470588236,271,0,0,0
Organic Shopping,33,16,14,0.875,29.625,16.4375,263,0,0,0
Organic Shopping,41,16,16,1,48.625,24.4375,391,0,0,0
Paid Other,10,16,15,0.9375,14.5,7.8125,125,0,0,0
Referral,29,16,9,0.5625,33.25,5.9375,95,0,0,0
Referral,39,16,15,0.9375,31.25,12.375,198,0,0,0
SMS,40,16,14,0.875,4.125,7.375,118,0,0,0
Organic Shopping,31,15,13,0.8666666666666667,41.266666666666666,14.466666666666667,217,2,0.13333333333333333,217.8
Organic Shopping,45,15,15,1,36.333333333333336,19.466666666666665,292,1,0.06666666666666667,129.25
Organic Video,25,15,13,0.8666666666666667,5.466666666666667,5,75,0,0,0
SMS,29,15,15,1,8.466666666666667,8.466666666666667,127,0,0,0
Unassigned,34,15,0,0,22.4,8.733333333333333,131,0,0,0
Cross-network,30,14,9,0.6428571428571429,26.285714285714285,6.428571428571429,90,0,0,0
Organic Shopping,15,14,14,1,117.14285714285714,28.928571428571427,405,2,0.14285714285714285,322
Organic Shopping,35,14,13,0.9285714285714286,37.92857142857143,19.285714285714285,270,0,0,0
Referral,43,14,14,1,57.57142857142857,18.357142857142858,257,0,0,0
SMS,51,14,14,1,41.5,14.642857142857142,205,0,0,0
Organic Shopping,11,13,13,1,15.692307692307692,24.846153846153847,323,0,0,0
Organic Shopping,32,13,8,0.6153846153846154,15.076923076923077,6.230769230769231,81,0,0,0
Paid Search,18,13,13,1,95.38461538461539,35,455,0,0,0
SMS,01,13,9,0.6923076923076923,32.69230769230769,17.307692307692307,225,0,0,0
Unassigned,29,13,7,0.5384615384615384,15.461538461538462,6.384615384615385,83,1,0.07692307692307693,175.2
Organic Shopping,12,12,12,1,55.833333333333336,27.083333333333332,325,0,0,0
Paid Social,28,12,12,1,5.416666666666667,9.916666666666666,119,0,0,0
Unassigned,03,12,0,0,17,3,36,0,0,0
Cross-network,36,11,10,0.9090909090909091,35,15.363636363636363,169,0,0,0
Organic Shopping,03,11,10,0.9090909090909091,44.45454545454545,20.363636363636363,224,0,0,0
Organic Shopping,04,11,8,0.7272727272727273,61.45454545454545,22,242,0,0,0
Organic Shopping,13,11,10,0.9090909090909091,60.81818181818182,28.90909090909091,318,1,0.09090909090909091,268.8
Organic Shopping,16,11,11,1,14.636363636363637,10.545454545454545,116,0,0,0
Organic Shopping,18,11,10,0.9090909090909091,49.27272727272727,18.727272727272727,206,0,0,0
Organic Shopping,19,11,11,1,30.545454545454547,16.818181818181817,185,0,0,0
Organic Shopping,26,11,11,1,21.181818181818183,10.818181818181818,119,0,0,0
Organic Shopping,28,11,11,1,59.72727272727273,17.90909090909091,197,0,0,0
Unassigned,04,11,0,0,75.45454545454545,10.818181818181818,119,1,0.09090909090909091,278
Cross-network,37,10,9,0.9,72.9,11.4,114,0,0,0
Organic Shopping,08,10,7,0.7,93.3,17.7,177,1,0.1,325
Paid Search,06,10,4,0.4,25.8,7.9,79,0,0,0
Paid Search,44,10,8,0.8,26.3,13.5,135,0,0,0
Paid Shopping,11,10,10,1,8.3,7,70,0,0,0
Paid Shopping,12,10,9,0.9,3.8,3.6,36,0,0,0
Paid Video,42,10,10,1,5.6,6.7,67,0,0,0
Referral,40,10,9,0.9,45.5,18.4,184,0,0,0
Unassigned,31,10,3,0.3,56.2,8.8,88,0,0,0
Organic Shopping,06,9,9,1,153,26.333333333333332,237,0,0,0
Organic Shopping,24,9,9,1,37.333333333333336,23.77777777777778,214,0,0,0
Paid Other,12,9,9,1,32.44444444444444,22.77777777777778,205,0,0,0
Unassigned,30,9,2,0.2222222222222222,68.55555555555556,9.777777777777779,88,0,0,0
Unassigned,32,9,2,0.2222222222222222,89.22222222222223,30.22222222222222,272,1,0.1111111111111111,107.35
Organic Shopping,07,8,8,1,73.875,17.25,138,0,0,0
Organic Shopping,22,8,8,1,31.875,19.625,157,0,0,0
Paid Search,45,8,8,1,60.375,28.25,226,0,0,0
Paid Search,46,8,8,1,61.625,28.625,229,0,0,0
Paid Social,15,8,8,1,10,8.125,65,0,0,0
